CLAVE ENTIDAD,ENTIDAD,CLAVE MUNICIPIO,MUNICIPIO,PRODUCTO_ID,CULTIVO,SUPERFICE COSECHADA (ha),VOLUMEN DE LA PRODUCCIN (ton),VALOR DE LA PRODUCCIN (pesos),VALOR PROD/SUPCOSECHADA
16,Michoacàn,101,Tzitzio,61000,Chile habanero,14,70,"1,155,000","82,500"
17,Morelos,6,Cuautla,84800,Rabanito,10,70,"203,000","20,300"
14,Jalisco,120,Zapopan,73900,LimÑn,10,70,"415,415","41,541"
7,Chiapas,112,San Juan Cancuc,78500,Naranja,12,70,"135,369","11,281"
16,Michoacàn,111,Ziracuaretiro,61200,Chile verde,13,70,"865,703","66,593"
13,Hidalgo,61,Tepeapulco,89700,Tomate rojo (jitomate),0,70,"435,612","1,013,051"
7,Chiapas,93,Tenejapa,73900,LimÑn,12,70,"234,572","19,548"
5,Coahuila,25,Piedras Negras,79600,Nuez,160,70,"5,843,200","36,520"
11,Guanajuato,44,Villagràn,61300,Chile verde morrÑn,1,70,"675,840","844,800"
16,Michoacàn,82,Tacàmbaro,56900,Cacahuate,22,70,"1,226,400","55,745"
16,Michoacàn,88,TarÕmbaro,89800,Tomate verde,8,70,"366,080","45,760"
17,Morelos,22,Tetela del Volcàn,89700,Tomate rojo (jitomate),4,70,"242,880","60,720"
8,Chihuahua,55,Rosales,88300,Soya,24,71,"634,500","27,000"
13,Hidalgo,7,Almoloya,89800,Tomate verde,15,71,"493,500","32,900"
14,Jalisco,84,Talpa de Allende,73900,LimÑn,5,71,"381,494","76,299"
16,Michoacàn,5,Angangueo,65400,Ebo (janamargo o veza),4,71,"67,744","19,355"
6,Colima,3,Comala,57400,Calabacita,5,71,"318,350","63,670"
10,Durango,8,Guadalupe Victoria,89700,Tomate rojo (jitomate),0,71,"603,500","1,284,043"
9,Distrito Federal,10,lvaro ObregÑn,75800,Manzana,11,71,"877,097","82,745"
3,Baja California Sur,8,Los Cabos,89800,Tomate verde,4,71,"766,777","219,079"
16,Michoacàn,11,BriseÐas,68400,Frijol,37,71,"693,800","18,751"
4,Campeche,5,Hecelchakàn,57700,Calabaza semilla o chihua,138,71,"2,486,200","18,016"
12,Guerrero,18,Copala,61200,Chile verde,10,71,"516,122","54,329"
14,Jalisco,32,Chiquilistlàn,68900,Garbanzo forrajero,34,71,"97,960","2,881"
16,Michoacàn,74,Cojumatlàn de R_gules,73900,LimÑn,12,71,"177,239","14,770"
4,Campeche,5,Hecelchakàn,61000,Chile habanero,3,72,"616,250","205,417"
11,Guanajuato,7,Celaya,65300,Durazno,11,72,"457,200","41,564"
15,M_xico,56,Morelos,59200,Cebada grano,55,72,"214,500","3,900"
9,Distrito Federal,13,Xochimilco,50100,Acelga,8,72,"350,810","43,851"
15,M_xico,78,Santo Tomàs,68400,Frijol,54,72,"945,750","17,514"
12,Guerrero,37,Ixcateopan de Cuauht_moc,89700,Tomate rojo (jitomate),3,72,"359,664","105,784"
14,Jalisco,93,Tepatitlàn de Morelos,68400,Frijol,73,72,"874,436","11,907"
2,Baja California,2,Mexicali,73800,Lima,6,72,"266,400","44,400"
5,Coahuila,26,Progreso,74900,MaÕz grano,36,72,"282,489","7,847"
6,Colima,8,Minatitlàn,78500,Naranja,8,72,"209,430","26,179"
10,Durango,26,San Dimas,62200,Ciruela,32,72,"741,600","23,175"
11,Guanajuato,11,Cortazar,54900,Avena forrajera en verde,3,72,"39,600","13,200"
12,Guerrero,59,Tepecoacuilco de Trujano,58200,CaÐa de azucar,4,72,"79,200","19,800"
15,M_xico,40,Ixtapan de La Sal,65300,Durazno,8,72,"301,500","37,688"
15,M_xico,118,Zinacantepec,60700,ChÕcharo,12,72,"576,000","48,000"
16,Michoacàn,5,Angangueo,82300,Pera,8,72,"270,720","33,840"
16,Michoacàn,14,Coahuayana,78500,Naranja,4,72,"190,400","47,600"
13,Hidalgo,18,Chapulhuacàn,68400,Frijol,95,72,"998,641","10,512"
7,Chiapas,36,La Grandeza,50600,Aguacate,22,72,"931,896","43,344"
13,Hidalgo,36,San AgustÕn Metzquititlàn,93200,Zempoalxochitl,13,72,"491,844","39,348"
7,Chiapas,45,Ixtapangajoya,68400,Frijol,192,72,"911,964","4,750"
12,Guerrero,49,Pilcaya,72400,JÕcama,4,72,"282,399","74,316"
13,Hidalgo,58,Tasquillo,79600,Nuez,145,73,"2,356,250","16,250"
14,Jalisco,76,San MartÕn de BolaÐos,54900,Avena forrajera en verde,5,73,"39,875","7,975"
12,Guerrero,45,Olinalà,61100,Chile seco,148,73,"4,713,800","31,850"
12,Guerrero,32,General Heliodoro Castillo,50500,Agave,2,73,"96,460","48,230"
15,M_xico,73,San Antonio La Isla,60700,ChÕcharo,18,73,"267,175","15,267"
1,Aguascalientes,9,Tepezalà,92200,Zacate,11,73,"21,900","1,991"
11,Guanajuato,9,Comonfort,59300,Semilla de cebada grano,18,73,"346,385","19,244"
16,Michoacàn,73,Quiroga,65300,Durazno,10,73,"486,310","48,631"
7,Chiapas,27,Chiapa de Corzo,57100,Caf_ cereza,32,73,"326,373","10,361"
5,Coahuila,11,General Cepeda,76900,Membrillo,3,73,"760,104","253,368"
7,Chiapas,104,Tzimol,68400,Frijol,136,73,"881,280","6,480"
6,Colima,3,Comala,62200,Ciruela,21,74,"461,125","21,958"
6,Colima,3,Comala,73800,Lima,7,74,"169,837","24,262"
17,Morelos,16,Ocuituco,68400,Frijol,105,74,"604,695","5,759"
15,M_xico,15,Atlautla,68400,Frijol,52,74,"879,454","16,913"
13,Hidalgo,31,Jacala de Ledezma,75800,Manzana,15,74,"627,114","41,808"
9,Distrito Federal,13,Xochimilco,56700,BrÑcoli,5,74,"494,290","96,920"
12,Guerrero,30,Florencio Villarreal,72200,Jamaica,190,74,"1,435,799","7,557"
14,Jalisco,89,Techaluta de Montenegro,89800,Tomate verde,5,74,"351,975","77,188"
7,Chiapas,6,Amatenango de La Frontera,73900,LimÑn,24,74,"544,880","22,703"
8,Chihuahua,65,Urique,56900,Cacahuate,75,74,"697,950","9,306"
14,Jalisco,68,Villa PurificaciÑn,82900,PiÐa,17,74,"548,922","33,268"
1,Aguascalientes,5,JesÏs MarÕa,66700,Espinaca,4,74,"282,720","70,680"
15,M_xico,29,Chicoloapan,59400,Cebolla,6,74,"290,160","48,360"
6,Colima,3,Comala,70100,Granada,10,75,"743,510","74,351"
9,Distrito Federal,8,La Magdalena Contreras,66100,Elote,15,75,"435,825","30,057"
12,Guerrero,49,Pilcaya,89800,Tomate verde,4,75,"228,050","57,013"
13,Hidalgo,20,Eloxochitlàn,50600,Aguacate,17,75,"894,150","52,597"
16,Michoacàn,89,Tepalcatepec,75400,Mamey,15,75,"512,781","34,185"
15,M_xico,113,Villa Guerrero,57400,Calabacita,8,75,"445,666","55,708"
14,Jalisco,77,San MartÕn Hidalgo,65300,Durazno,9,75,"1,581,930","175,770"
15,M_xico,77,San SimÑn de Guerrero,89800,Tomate verde,5,75,"784,350","174,300"
7,Chiapas,56,Mitontic,73900,LimÑn,13,75,"241,295","18,561"
11,Guanajuato,25,PurÕsima del RincÑn,69050,Garbanzo porquero,65,75,"329,270","5,066"
14,Jalisco,101,Tonalà,59400,Cebolla,4,75,"318,000","77,561"
7,Chiapas,91,Tapilula,68400,Frijol,184,75,"973,921","5,293"
7,Chiapas,12,Berriozàbal,83900,Plàtano,10,75,"182,007","18,201"
6,Colima,3,Comala,74700,MaÕz forrajero en verde,3,75,"44,025","14,675"
8,Chihuahua,32,Hidalgo del Parral,90900,Triticale forrajero en verde,3,75,"26,250","8,750"
8,Chihuahua,62,Saucillo,64500,Crisantemo (gruesa),1,75,"26,250","52,500"
8,Chihuahua,67,Valle de Zaragoza,57600,Calabaza,5,75,"210,000","42,000"
10,Durango,12,Lerdo,84900,Ràbano,5,75,"285,000","57,000"
11,Guanajuato,4,Apaseo El Alto,69400,Girasol,50,75,"487,500","9,750"
11,Guanajuato,15,Guanajuato,73300,Lechuga,3,75,"105,000","35,000"
11,Guanajuato,15,Guanajuato,82300,Pera,10,75,"600,000","60,000"
11,Guanajuato,28,Salvatierra,58200,CaÐa de azucar,3,75,"90,000","36,000"
12,Guerrero,15,Buenavista de Cu_llar,87900,Sorgo forrajero en verde,4,75,"67,500","16,875"
14,Jalisco,95,Teuchitlàn,61300,Chile verde morrÑn,1,75,"1,518,700","1,518,700"
15,M_xico,2,Acolman,57400,Calabacita,5,75,"487,500","97,500"
16,Michoacàn,11,BriseÐas,57400,Calabacita,5,75,"172,500","34,500"
16,Michoacàn,102,Uruapan,61200,Chile verde,10,75,"704,430","70,443"
16,Michoacàn,104,Villamar,57400,Calabacita,5,75,"172,500","34,500"
17,Morelos,14,Mazatepec,59400,Cebolla,3,75,"435,000","145,000"
14,Jalisco,36,Etzatlàn,56700,BrÑcoli,5,75,"546,184","109,237"
16,Michoacàn,49,Madero,88100,Sorgo grano,26,75,"278,980","10,730"
17,Morelos,27,Totolapan,62200,Ciruela,13,75,"188,500","14,500"
11,Guanajuato,5,Apaseo El Grande,69000,Garbanzo grano,56,76,"292,218","5,218"
10,Durango,28,San Juan del RÕo,56900,Cacahuate,36,76,"1,134,000","31,500"
15,M_xico,31,Chimalhuacàn,63100,Col (repollo),2,76,"136,080","64,800"
16,Michoacàn,2,Aguililla,76700,MelÑn,8,76,"278,101","34,763"
17,Morelos,5,Coatlàn del RÕo,62200,Ciruela,11,76,"446,040","42,480"
17,Morelos,11,Jiutepec,93200,Zempoalxochitl,7,76,"196,120","28,017"
4,Campeche,9,Escàrcega,57400,Calabacita,10,76,"582,448","58,245"
13,Hidalgo,43,Nicolàs Flores,68400,Frijol,169,76,"995,165","5,889"
10,Durango,22,Poanas,90600,Semilla de trigo grano,26,76,"910,440","35,017"
9,Distrito Federal,4,Cuajimalpa de Morelos,74900,MaÕz grano,46,76,"330,165","7,178"
17,Morelos,24,Tlaltizapàn de Zapata,56900,Cacahuate,31,76,"652,798","21,058"
2,Baja California,2,Mexicali,89700,Tomate rojo (jitomate),4,76,"324,000","81,000"
16,Michoacàn,16,Coeneo,69000,Garbanzo grano,95,76,"626,000","6,589"
17,Morelos,1,Amacuzac,87100,SandÕa,4,76,"250,876","62,719"
14,Jalisco,77,San MartÕn Hidalgo,50600,Aguacate,7,76,"1,796,819","256,688"
16,Michoacàn,98,Tuxpan,79200,Nopalitos,1,76,"159,893","159,893"
14,Jalisco,49,Jilotlàn de Los Dolores,88100,Sorgo grano,25,76,"211,625","8,465"
1,Aguascalientes,8,San Jos_ de Gracia,75800,Manzana,9,77,"688,500","76,500"
10,Durango,38,Vicente Guerrero,59200,Cebada grano,26,77,"306,000","12,000"
11,Guanajuato,15,Guanajuato,69050,Garbanzo porquero,85,77,"324,920","3,823"
11,Guanajuato,44,Villagràn,84400,Poro,5,77,"303,782","60,756"
16,Michoacàn,82,Tacàmbaro,66000,Ejote,17,77,"396,450","23,321"
14,Jalisco,97,Tlajomulco de ZÏÐiga,60600,ChÕa,180,77,"3,903,540","21,686"
13,Hidalgo,68,Tianguistengo,75800,Manzana,18,77,"553,160","30,731"
7,Chiapas,113,Aldama,75800,Manzana,24,77,"718,399","29,933"
13,Hidalgo,58,Tasquillo,73300,Lechuga,6,77,"268,800","44,800"
4,Campeche,1,CalkinÕ,57400,Calabacita,11,77,"484,510","44,046"
15,M_xico,34,Ecatzingo,65300,Durazno,12,77,"545,619","45,468"
15,M_xico,59,Nextlalpan,91100,Triticale grano,43,77,"250,920","5,835"
10,Durango,35,Tepehuanes,61200,Chile verde,16,77,"758,716","47,420"
12,Guerrero,6,Apaxtla,89700,Tomate rojo (jitomate),5,78,"404,250","80,850"
15,M_xico,80,Sultepec,73900,LimÑn,15,78,"308,900","20,593"
7,Chiapas,94,Teopisca,73900,LimÑn,13,78,"264,492","20,346"
5,Coahuila,5,Candela,90900,Triticale forrajero en verde,3,78,"43,540","17,416"
14,Jalisco,7,San Juanito de Escobedo,88100,Sorgo grano,16,78,"241,056","15,066"
7,Chiapas,101,Tuxtla Guti_rrez,88100,Sorgo grano,39,78,"214,033","5,445"
4,Campeche,8,Tenabo,57400,Calabacita,8,78,"481,547","60,193"
13,Hidalgo,28,Huejutla de Reyes,73900,LimÑn,10,78,"202,540","21,320"
7,Chiapas,1,Acacoyagua,54100,Arroz palay,52,78,"270,840","5,208"
11,Guanajuato,5,Apaseo El Grande,75000,Semilla de maÕz grano,20,78,"842,400","42,120"
11,Guanajuato,17,Irapuato,50100,Acelga,6,78,"296,400","49,400"
13,Hidalgo,16,Cuautepec de Hinojosa,90500,Trigo grano,39,78,"218,400","5,600"
13,Hidalgo,74,Tlaxcoapan,57400,Calabacita,10,78,"267,497","26,750"
14,Jalisco,91,Teocaltiche,68400,Frijol,78,78,"1,009,800","12,946"
15,M_xico,15,Atlautla,79700,Nuez de castilla,20,78,"2,328,300","116,415"
15,M_xico,89,Tenango del Aire,59200,Cebada grano,30,78,"273,000","9,100"
16,Michoacàn,27,Chucàndiro,69000,Garbanzo grano,60,78,"819,000","13,650"
16,Michoacàn,50,MaravatÕo,77800,Nabo,7,78,"323,700","49,800"
16,Michoacàn,79,Salvador Escalante,89700,Tomate rojo (jitomate),4,78,"530,400","132,600"
15,M_xico,117,Zacualpan,56900,Cacahuate,49,78,"929,040","18,960"
4,Campeche,4,ChampotÑn,72200,Jamaica,192,78,"3,521,700","18,342"
12,Guerrero,53,San Marcos,70500,Guanàbana,10,79,"241,059","24,106"
13,Hidalgo,36,San AgustÕn Metzquititlàn,59000,Cebada forrajera en verde,12,79,"43,296","3,520"
14,Jalisco,79,GÑmez FarÕas,58100,Canola,80,79,"512,200","6,403"
8,Chihuahua,29,Guadalupe Y Calvo,68400,Frijol,180,79,"617,580","3,431"
5,Coahuila,23,Ocampo,74900,MaÕz grano,96,79,"265,171","2,762"
13,Hidalgo,76,Tula de Allende,89800,Tomate verde,10,79,"309,680","30,968"
15,M_xico,123,Luvianos,82100,Pepino,1,79,"477,950","477,950"
7,Chiapas,71,Villa Comaltitlàn,87100,SandÕa,5,79,"159,885","31,350"
12,Guerrero,42,Màrtir de Cuilapan,68400,Frijol,118,79,"1,046,233","8,866"
12,Guerrero,15,Buenavista de Cu_llar,93200,Zempoalxochitl,9,79,"356,400","39,600"
12,Guerrero,39,Juan R. Escudero,64000,Copra,40,79,"467,803","11,695"
13,Hidalgo,20,Eloxochitlàn,75600,Mango,12,79,"142,560","11,880"
14,Jalisco,16,Ayotlàn,69000,Garbanzo grano,58,79,"252,399","4,352"
7,Chiapas,27,Chiapa de Corzo,89700,Tomate rojo (jitomate),2,80,"262,350","174,900"
15,M_xico,54,Metepec,51700,Alfalfa verde,3,80,"39,575","13,192"
17,Morelos,10,Jantetelco,68400,Frijol,50,80,"682,004","13,640"
16,Michoacàn,23,Chavinda,68400,Frijol,48,80,"738,700","15,390"
7,Chiapas,1,Acacoyagua,57000,Cacao,151,80,"2,529,071","16,782"
15,M_xico,84,Temascalapa,74500,Maguey pulquero (miles de lts.),6,80,"279,583","46,597"
1,Aguascalientes,1,Aguascalientes,56100,Berenjena,2,80,"520,000","260,000"
1,Aguascalientes,1,Aguascalientes,63100,Col (repollo),2,80,"104,000","52,000"
1,Aguascalientes,9,Tepezalà,59400,Cebolla,2,80,"232,000","116,000"
7,Chiapas,26,ChenalhÑ,75800,Manzana,25,80,"756,512","30,260"
8,Chihuahua,1,Ahumada,61000,Chile habanero,10,80,"800,000","80,000"
10,Durango,16,Nombre de Dios,90500,Trigo grano,50,80,"240,000","4,800"
10,Durango,24,Rodeo,87100,SandÕa,4,80,"160,000","40,000"
11,Guanajuato,44,Villagràn,90600,Semilla de trigo grano,18,80,"364,000","20,222"
12,Guerrero,5,Alpoyeca,78500,Naranja,5,80,"162,570","32,514"
12,Guerrero,17,Cocula,73900,LimÑn,10,80,"228,700","22,870"
14,Jalisco,9,El Arenal,89700,Tomate rojo (jitomate),1,80,"451,736","451,736"
14,Jalisco,33,Degollado,82100,Pepino,6,80,"304,000","50,667"
14,Jalisco,70,El Salto,54900,Avena forrajera en verde,4,80,"38,400","9,600"
14,Jalisco,79,GÑmez FarÕas,56100,Berenjena,1,80,"526,400","526,400"
14,Jalisco,97,Tlajomulco de ZÏÐiga,63300,Coliflor,4,80,"241,764","69,075"
14,Jalisco,124,Zapotlanejo,66100,Elote,8,80,"192,000","24,000"
15,M_xico,15,Atlautla,74500,Maguey pulquero (miles de lts.),5,80,"394,000","78,800"
15,M_xico,57,Naucalpan de Juàrez,89700,Tomate rojo (jitomate),0,80,"960,000","4,800,000"
15,M_xico,110,Valle de Bravo,81900,Pastos y praderas en verde,5,80,"48,000","9,600"
15,M_xico,120,Zumpango,63100,Col (repollo),5,80,"464,000","92,800"
16,Michoacàn,8,Aquila,70500,Guanàbana,16,80,"248,320","15,520"
16,Michoacàn,8,Aquila,89700,Tomate rojo (jitomate),5,80,"465,882","93,176"
16,Michoacàn,25,Chilchota,56500,Aràndano,8,80,"5,964,000","745,500"
16,Michoacàn,40,Indaparapeo,69000,Garbanzo grano,80,80,"624,000","7,800"
16,Michoacàn,88,TarÕmbaro,50600,Aguacate,20,80,"970,000","48,500"
14,Jalisco,52,Juchitlàn,54900,Avena forrajera en verde,5,80,"68,043","13,609"
7,Chiapas,97,Tonalà,57100,Caf_ cereza,51,80,"414,488","8,119"
13,Hidalgo,59,Tecozautla,65300,Durazno,17,80,"763,895","44,935"
8,Chihuahua,60,Santa Bàrbara,79600,Nuez,107,81,"5,926,500","55,648"
5,Coahuila,21,Nadadores,79600,Nuez,42,81,"3,236,865","77,068"
7,Chiapas,115,Maravilla Tenejapa,61000,Chile habanero,8,81,"533,280","66,660"
14,Jalisco,43,La Huerta,58500,Carambolo,10,81,"500,391","50,039"
14,Jalisco,58,Mascota,73800,Lima,5,81,"356,530","71,306"
14,Jalisco,99,Tolimàn,57400,Calabacita,10,81,"287,550","28,755"
14,Jalisco,103,Tonila,57400,Calabacita,3,81,"212,700","70,900"
17,Morelos,21,Tetecala,75400,Mamey,8,81,"560,416","74,722"
15,M_xico,49,Joquicingo,61900,Cilantro,16,81,"283,745","18,306"
14,Jalisco,64,Ojuelos de Jalisco,65300,Durazno,25,81,"1,618,813","64,753"
7,Chiapas,55,Metapa,88300,Soya,47,81,"466,622","9,928"
14,Jalisco,20,Cabo Corrientes,50800,AjonjolÕ,108,81,"1,270,450","11,763"
14,Jalisco,83,Tala,63100,Col (repollo),2,81,"313,390","156,695"
16,Michoacàn,87,Taretan,75400,Mamey,10,82,"354,026","35,403"
14,Jalisco,113,San Gabriel,73900,LimÑn,7,82,"309,890","44,270"
11,Guanajuato,28,Salvatierra,70600,Guayaba,12,82,"268,750","22,396"
7,Chiapas,71,Villa Comaltitlàn,76700,MelÑn,5,82,"184,461","34,804"
7,Chiapas,84,Solosuchiapa,68400,Frijol,210,82,"1,010,220","4,811"
16,Michoacàn,21,Charapan,82300,Pera,18,82,"328,380","18,243"
16,Michoacàn,85,TangancÕcuaro,73500,Lenteja,63,82,"554,320","8,799"
17,Morelos,18,Temixco,75400,Mamey,8,82,"565,431","72,491"
17,Morelos,20,Tepoztlàn,57400,Calabacita,6,82,"281,857","51,247"
10,Durango,15,Nazas,87100,SandÕa,2,82,"205,000","102,500"
13,Hidalgo,7,Almoloya,57400,Calabacita,16,82,"369,000","23,063"
14,Jalisco,15,Autlàn de Navarro,83500,Pitaya,21,82,"1,025,000","50,000"
5,Coahuila,27,Ramos Arizpe,59400,Cebolla,2,82,"521,399","260,699"
12,Guerrero,49,Pilcaya,68400,Frijol,96,82,"835,617","8,750"
15,M_xico,114,Villa Victoria,65400,Ebo (janamargo o veza),6,82,"36,990","6,165"
4,Campeche,5,Hecelchakàn,50600,Aguacate,13,82,"418,757","32,212"
13,Hidalgo,6,Alfajayucan,91200,Tuna,9,82,"251,168","27,908"
7,Chiapas,28,Chiapilla,73900,LimÑn,17,82,"217,256","12,780"
11,Guanajuato,17,Irapuato,60700,ChÕcharo,13,82,"573,196","44,092"
15,M_xico,40,Ixtapan de La Sal,70600,Guayaba,15,83,"341,000","22,733"
16,Michoacàn,65,Paracho,62200,Ciruela,15,83,"325,340","21,689"
17,Morelos,29,Yautepec,75600,Mango,6,83,"396,114","66,019"
9,Distrito Federal,13,Xochimilco,53400,Amaranto,83,83,"1,909,000","23,000"
13,Hidalgo,18,Chapulhuacàn,73800,Lima,20,83,"87,150","4,358"
16,Michoacàn,39,Huiramba,57400,Calabacita,10,83,"399,700","39,970"
14,Jalisco,36,Etzatlàn,50600,Aguacate,8,83,"1,637,194","204,649"
10,Durango,23,Pueblo Nuevo,62200,Ciruela,32,83,"856,960","26,780"
11,Guanajuato,35,Santa Cruz de Juventino Rosas,84400,Poro,6,83,"355,618","59,270"
15,M_xico,63,Ocuilan,73900,LimÑn,6,84,"377,390","62,898"
13,Hidalgo,35,Metepec,74500,Maguey pulquero (miles de lts.),1,84,"266,166","266,166"
7,Chiapas,46,Jiquipilas,73900,LimÑn,24,84,"510,814","21,284"
12,Guerrero,17,Cocula,79800,Okra (angÏ o gombo),8,84,"632,992","79,124"
10,Durango,2,Canelas,70600,Guayaba,22,84,"671,680","31,241"
2,Baja California,4,Tijuana,59000,Cebada forrajera en verde,140,84,"33,600",240
8,Chihuahua,10,Buenaventura,56900,Cacahuate,42,84,"924,000","22,000"
8,Chihuahua,19,Chihuahua,57400,Calabacita,7,84,"336,000","48,000"
8,Chihuahua,57,San Francisco de Borja,75800,Manzana,12,84,"588,000","49,000"
11,Guanajuato,33,San Luis de La Paz,68700,Frutales varios,30,84,"378,000","12,600"
13,Hidalgo,18,Chapulhuacàn,75600,Mango,24,84,"296,160","12,340"
13,Hidalgo,41,Mixquiahuala de Juàrez,71100,Haba verde,10,84,"239,400","23,940"
14,Jalisco,23,Zapotlàn el Grande,69050,Garbanzo porquero,40,84,"134,400","3,360"
14,Jalisco,23,Zapotlàn el Grande,73800,Lima,10,84,"247,800","24,780"
15,M_xico,74,San Felipe del Progreso,71000,Haba grano,56,84,"1,416,000","25,286"
15,M_xico,120,Zumpango,92700,Zanahoria,4,84,"638,400","159,600"
16,Michoacàn,57,Nocup_taro,75600,Mango,14,84,"294,000","21,000"
16,Michoacàn,73,Quiroga,71100,Haba verde,30,84,"362,550","12,085"
17,Morelos,10,Jantetelco,73900,LimÑn,8,84,"329,568","41,196"
17,Morelos,10,Jantetelco,75500,Mandarina,4,84,"193,000","48,250"
17,Morelos,13,Jonacatepec,73900,LimÑn,8,84,"328,912","41,114"
17,Morelos,19,Tepalcingo,73900,LimÑn,8,84,"220,440","27,555"
2,Baja California,3,Tecate,66100,Elote,14,84,"454,032","32,431"
14,Jalisco,113,San Gabriel,90500,Trigo grano,24,84,"302,868","12,888"
16,Michoacàn,64,Paràcuaro,92900,Zapote,20,84,"480,620","24,031"
8,Chihuahua,53,Praxedis G. Guerrero,79600,Nuez,65,85,"7,182,500","110,500"
9,Distrito Federal,12,Tlalpan,66700,Espinaca,9,85,"401,675","44,631"
3,Baja California Sur,8,Los Cabos,56100,Berenjena,8,85,"1,238,087","165,078"
16,Michoacàn,59,Nuevo Urecho,73900,LimÑn,5,85,"326,623","65,325"
17,Morelos,26,Tlayacapan,73900,LimÑn,9,85,"442,994","49,222"
16,Michoacàn,33,Gabriel Zamora,68400,Frijol,43,85,"752,970","17,511"
7,Chiapas,68,Pichucalco,68400,Frijol,152,85,"1,063,434","6,996"
15,M_xico,31,Chimalhuacàn,89700,Tomate rojo (jitomate),1,85,"787,188","983,985"
12,Guerrero,23,Cuajinicuilapa,82100,Pepino,10,85,"207,500","20,750"
13,Hidalgo,61,Tepeapulco,68400,Frijol,105,85,"722,500","6,881"
14,Jalisco,62,Mixtlàn,88100,Sorgo grano,20,85,"272,000","13,600"
16,Michoacàn,5,Angangueo,75800,Manzana,10,85,"302,600","30,260"
16,Michoacàn,17,Contepec,82500,PerÑn,10,85,"368,475","36,848"
16,Michoacàn,72,Quer_ndaro,61100,Chile seco,100,85,"7,310,000","73,100"
16,Michoacàn,112,Zitàcuaro,82300,Pera,12,85,"322,908","26,909"
10,Durango,3,Coneto de Comonfort,61200,Chile verde,16,85,"690,525","44,550"
15,M_xico,56,Morelos,89800,Tomate verde,6,85,"341,000","62,000"
7,Chiapas,38,Huixtàn,75800,Manzana,27,85,"789,362","29,236"
15,M_xico,52,Malinalco,82100,Pepino,4,85,"523,012","130,753"
12,Guerrero,51,Quechultenango,56900,Cacahuate,89,85,"1,069,349","12,015"
11,Guanajuato,38,Tarandacuao,90500,Trigo grano,15,86,"299,250","19,950"
12,Guerrero,64,Tlalchapa,73900,LimÑn,10,86,"301,118","30,112"
9,Distrito Federal,10,lvaro ObregÑn,74900,MaÕz grano,50,86,"371,969","7,439"
15,M_xico,99,Texcoco,59400,Cebolla,7,86,"359,438","49,922"
14,Jalisco,89,Techaluta de Montenegro,68400,Frijol,72,86,"1,117,156","15,614"
16,Michoacàn,73,Quiroga,71000,Haba grano,33,86,"358,980","10,878"
12,Guerrero,41,Malinaltepec,83900,Plàtano,14,86,"348,751","24,911"
14,Jalisco,7,San Juanito de Escobedo,68900,Garbanzo forrajero,21,86,"129,216","6,153"
17,Morelos,4,Ayala,87100,SandÕa,4,86,"193,010","48,252"
7,Chiapas,56,Mitontic,78500,Naranja,17,86,"165,238","9,720"
5,Coahuila,3,Allende,88100,Sorgo grano,41,86,"264,758","6,458"
14,Jalisco,48,JesÏs MarÕa,57600,Calabaza,3,86,"180,810","72,324"
6,Colima,9,Tecomàn,74900,MaÕz grano,36,86,"304,740","8,560"
11,Guanajuato,6,Atarjea,74900,MaÕz grano,480,86,"369,821",770
15,M_xico,28,Chiautla,89700,Tomate rojo (jitomate),1,86,"659,083","732,315"
16,Michoacàn,82,Tacàmbaro,60700,ChÕcharo,12,86,"586,285","48,857"
16,Michoacàn,105,Vista Hermosa,68400,Frijol,59,86,"847,585","14,366"
12,Guerrero,34,Huitzuco de Los Figueroa,62200,Ciruela,22,86,"338,700","15,395"
3,Baja California Sur,8,Los Cabos,57600,Calabaza,7,87,"267,420","38,203"
14,Jalisco,27,Cuautitlàn de GarcÕa Barragàn,68400,Frijol,101,87,"1,357,336","13,439"
17,Morelos,17,Puente de Ixtla,89800,Tomate verde,6,87,"566,701","91,403"
7,Chiapas,22,Chalchihuitàn,73900,LimÑn,15,87,"290,194","19,346"
4,Campeche,5,Hecelchakàn,75500,Mandarina,16,87,"205,905","12,869"
7,Chiapas,40,Huixtla,50600,Aguacate,15,87,"330,135","22,009"
10,Durango,5,Durango,75800,Manzana,15,87,"626,400","41,760"
16,Michoacàn,13,Caràcuaro,81300,Papaya,3,87,"295,800","98,600"
15,M_xico,45,Jilotepec,75800,Manzana,13,87,"1,010,063","77,697"
16,Michoacàn,49,Madero,68900,Garbanzo forrajero,38,87,"78,464","2,065"
13,Hidalgo,81,Zacualtipàn de ngeles,75800,Manzana,20,87,"746,820","37,341"
3,Baja California Sur,1,ComondÏ,50700,Ajo,7,88,"1,837,500","262,500"
3,Baja California Sur,8,Los Cabos,90000,Toronja (pomelo),5,88,"351,750","70,350"
11,Guanajuato,19,Jer_cuaro,90500,Trigo grano,28,88,"316,625","11,308"
8,Chihuahua,32,Hidalgo del Parral,79600,Nuez,124,88,"6,067,095","48,928"
15,M_xico,99,Texcoco,61900,Cilantro,9,88,"253,836","28,845"
15,M_xico,28,Chiautla,57400,Calabacita,5,88,"288,740","57,748"
15,M_xico,21,Coatepec Harinas,68400,Frijol,70,88,"1,049,170","14,988"
8,Chihuahua,44,Matamoros,79600,Nuez,133,88,"5,920,855","44,518"
1,Aguascalientes,6,PabellÑn de Arteaga,79600,Nuez,42,88,"3,817,202","90,886"
